LOAN,MORTDUE,VALUE,REASON,JOB,YOJ,DEROG,DELINQ,CLAGE,NINQ,CLNO,DEBTINC,target
27100,65030.0,31681.0,1.0,2.0,23.0,0.0,0.0,92.514030362,2.0,15.0,29.741908938,0
10800,31149.0,67239.0,0.0,0.0,7.0,0.0,0.0,173.46666667,1.0,20.0,35.265437376,0
21400,53071.0,104997.0,0.0,1.0,1.0,0.0,4.0,173.57510466,0.0,47.0,37.823173086,0
7300,93428.0,118184.0,1.0,2.0,10.0,0.0,0.0,411.95205053,1.0,50.0,40.39647435,0
12000,75373.0,102602.0,1.0,2.0,6.0,2.0,0.0,99.366666667,0.0,21.0,34.888238906,1
13300,50039.0,63784.0,0.0,2.0,3.0,0.0,0.0,176.84619551,0.0,13.0,27.865588733,0
44000,55604.0,101916.0,0.0,2.0,3.0,0.0,1.0,194.23495289,2.0,37.0,43.338556593,1
7000,120000.0,175450.0,0.0,2.0,8.0,0.0,0.0,219.16666667,1.0,20.0,34.888238906,0
12500,83276.0,129116.0,0.0,1.0,7.0,0.0,0.0,138.68795496,0.0,22.0,39.589961826,0
21000,52411.0,90031.0,0.0,3.0,5.0,2.0,1.0,90.425474601,3.0,24.0,41.966249467,1
8500,65030.0,32907.0,1.0,1.0,18.0,0.0,0.0,169.94538773,1.0,15.0,35.312710478,0
17200,62108.0,89609.0,0.0,1.0,21.0,0.0,0.0,174.39613454,1.0,21.0,34.538925374,1
76500,38206.0,90000.0,0.0,2.0,12.0,0.0,0.0,134.9,0.0,26.0,34.888238906,1
16200,68873.0,101797.0,1.0,3.0,23.0,0.0,0.0,220.96515227,0.0,23.0,36.259337335,0
9900,21400.0,36600.0,0.0,5.0,2.0,0.0,0.0,154.2,2.0,26.0,34.888238906,1
10500,57372.0,67960.0,0.0,3.0,1.5,0.0,0.0,158.26666667,2.0,35.0,34.888238906,0
18400,43188.0,68876.0,0.0,2.0,7.0,0.0,0.0,199.00057602,6.0,25.0,41.006103287,1
12500,71582.0,93400.0,0.0,2.0,6.0,3.0,0.0,74.066666667,1.0,21.0,34.888238906,0
8200,61821.0,64832.0,1.0,2.0,5.0,0.0,0.0,123.28602489,0.0,34.0,35.875343986,0
18800,66562.0,90325.0,0.0,2.0,0.0,1.0,1.0,112.90326219,2.0,25.0,33.162271481,0
25000,149000.0,202500.0,1.0,2.0,11.0,0.0,0.0,256.66666667,2.0,34.0,34.888238906,0
26800,46236.0,62711.0,0.0,1.0,17.0,0.0,0.0,175.07505804,1.0,22.0,33.059933638,0
7200,71509.0,86484.0,0.0,2.0,4.0,0.0,0.0,173.46666667,1.0,20.0,20.099049784,0
13700,53094.0,79069.0,1.0,2.0,2.0,0.0,2.0,155.81528651,0.0,13.0,29.556366385,0
31500,224572.0,282839.0,0.0,3.0,7.0,0.0,1.0,212.75533106,0.0,29.0,16.626488981,0
18700,45365.0,71853.0,0.0,2.0,7.0,0.0,0.0,98.456484436,3.0,15.0,41.388747587,0
9800,62826.0,65912.0,1.0,2.0,6.0,0.0,0.0,132.75248959,0.0,34.0,37.588199542,0
9700,44652.0,63232.0,0.0,2.0,9.0,0.0,0.0,102.16551363,0.0,22.0,37.034875874,0
15800,104913.0,121214.0,0.0,3.0,2.0,0.0,0.0,134.00383024,0.0,21.0,44.915160551,1
6400,81116.0,86148.0,1.0,3.0,8.0,0.0,0.0,262.17542613,0.0,11.0,42.068268179,0
17400,49765.0,66782.0,0.0,0.0,27.0,0.0,0.0,272.59048247,1.0,16.0,39.383064504,0
15400,39452.0,56834.0,0.0,2.0,7.0,1.0,0.0,120.0565557,1.0,15.0,39.908934154,0
16500,50000.0,89609.0,0.0,0.0,1.0,0.0,0.0,120.73333333,3.0,11.0,34.888238906,1
11400,28043.0,87684.0,1.0,3.0,20.0,1.0,1.0,229.17795924,0.0,10.0,25.489994512,0
5300,75958.0,91703.0,0.0,2.0,0.0,0.0,0.0,124.1821788,1.0,10.0,34.599060194,0
27100,33649.0,63214.0,0.0,1.0,2.0,0.0,0.0,113.03673652,2.0,6.0,37.837863874,0
13400,5900.0,55320.0,1.0,2.0,3.0,2.0,2.0,234.02181639,3.0,16.0,19.089300996,1
24500,62490.0,97467.0,0.0,2.0,14.0,0.0,0.0,96.972678724,1.0,17.0,34.975655027,0
8400,31800.0,72000.0,0.0,5.0,7.0,0.0,2.0,187.26666667,1.0,21.0,34.888238906,1
21300,72450.0,88622.0,0.0,2.0,3.0,0.0,0.0,117.21012608,1.0,29.0,32.66110554,0
6500,55000.0,88300.0,1.0,1.0,29.0,0.0,0.0,234.4,1.0,17.0,34.888238906,0
31300,188655.0,298090.0,0.0,2.0,28.0,0.0,0.0,153.0868546,0.0,22.0,40.296770712,0
37400,96798.0,145550.0,0.0,2.0,12.0,0.0,0.0,63.901676947,1.0,35.0,40.594851726,0
15000,26284.0,40908.0,0.0,3.0,20.0,0.0,1.0,198.83120375,1.0,16.0,32.012392305,0
16100,33209.0,52000.0,0.0,2.0,8.0,0.0,0.0,91.3,1.0,15.0,34.888238906,1
8300,101150.0,115215.0,1.0,1.0,23.0,0.0,0.0,130.25632943,0.0,12.0,36.50599948,0
28600,31634.0,65157.0,0.0,1.0,5.0,0.0,0.0,119.36202556,1.0,6.0,40.159418765,0
26600,148986.0,175750.0,0.0,2.0,1.0,0.0,0.0,197.39171326,0.0,35.0,40.514989578,0
9100,59430.0,76897.0,1.0,2.0,5.0,0.0,1.0,246.09510911,1.0,16.0,37.470923376,0
16600,28694.0,44165.0,0.0,3.0,20.0,0.0,1.0,206.71765119,2.0,16.0,30.63902291,0
10700,29569.0,47842.0,0.0,2.0,12.0,0.0,1.0,144.81717461,7.0,28.0,36.784582009,0
10800,49254.0,80527.0,1.0,2.0,2.0,0.0,2.0,202.53743039,0.0,13.0,29.551583139,0
26900,69446.0,104590.0,0.0,3.0,11.0,0.0,0.0,287.27599243,1.0,32.0,41.499060427,0
14200,100663.0,122021.0,0.0,3.0,0.0,0.0,0.0,139.98397675,0.0,20.0,43.797459562,1
15600,76724.0,96942.0,0.0,2.0,0.0,1.0,0.0,157.41095093,1.0,18.0,34.23989502,0
10000,7718.0,77750.0,0.0,2.0,8.0,0.0,0.0,261.8,0.0,14.0,34.888238906,0
9800,15021.0,31900.0,0.0,2.0,6.0,0.0,0.0,276.73420174,0.0,11.0,22.291249185,0
49800,44462.0,102203.0,1.0,5.0,8.0,0.0,0.0,207.56405016,3.0,37.0,40.302867689,0
23100,141937.0,179756.0,1.0,0.0,6.0,0.0,0.0,328.39849318,0.0,16.0,43.910045849,0
19300,76807.0,103026.0,1.0,0.0,13.0,0.0,0.0,169.24875269,0.0,27.0,34.876358722,0
30000,15214.0,38094.0,0.0,2.0,26.0,0.0,0.0,199.46979091,0.0,15.0,39.549873804,0
12000,44000.0,59500.0,0.0,2.0,3.7,0.0,0.0,172.5,0.0,14.0,34.888238906,0
24100,80005.0,102098.0,0.0,2.0,18.0,1.0,0.0,196.25310409,1.0,12.0,39.758932499,0
15500,36650.0,62963.0,0.0,3.0,6.0,0.0,0.0,260.85678864,0.0,16.0,24.299059351,0
10000,32000.0,59000.0,0.0,1.0,24.0,0.0,1.0,232.33333333,1.0,29.0,34.888238906,0
27700,149169.0,183234.0,0.0,3.0,8.0,0.0,0.0,314.78583915,0.0,35.0,37.636682724,0
20000,11000.0,75000.0,0.0,2.0,7.0,1.0,3.0,267.83333333,1.0,23.0,34.888238906,1
11900,89595.0,107895.0,1.0,0.0,9.0,0.0,0.0,250.46824187,0.0,24.0,30.305388108,0
15100,81461.0,93548.0,0.0,2.0,2.0,0.0,0.0,160.1036,0.0,22.0,41.007363531,0
11000,52602.0,61496.0,0.0,2.0,13.0,0.0,0.0,107.34006616,0.0,22.0,37.699108592,0
19000,42000.0,64000.0,0.0,0.0,9.0,0.0,0.0,30.466666667,3.0,8.0,34.888238906,1
17300,48132.0,78889.0,0.0,0.0,4.0,0.0,0.0,133.16768546,0.0,8.0,28.298227056,0
33700,142468.0,195770.0,0.0,3.0,22.0,0.0,0.0,200.8607367,1.0,22.0,36.505271144,0
38800,31976.0,89609.0,0.0,1.0,2.0,0.0,3.0,134.54388598,1.0,24.0,34.888238906,1
36100,233417.0,324987.0,1.0,3.0,4.0,0.0,0.0,152.24542792,0.0,25.0,21.862938911,1
9400,49484.0,59137.0,0.0,2.0,10.0,0.0,0.0,102.27267659,0.0,22.0,37.269131082,0
24600,113034.0,165176.0,0.0,0.0,15.0,0.0,0.0,194.84216401,0.0,26.0,32.770147929,0
18600,96993.0,134785.0,0.0,0.0,14.0,0.0,0.0,173.89751303,2.0,25.0,33.363269718,0
7300,131000.0,197500.0,0.0,3.0,1.5,0.0,0.0,68.033333333,2.0,23.0,34.888238906,0
23500,65030.0,90205.0,1.0,2.0,9.0,0.0,0.0,169.01497354,0.0,16.0,38.698735922,0
13100,59608.0,72561.0,1.0,2.0,30.0,1.0,2.0,195.53871125,1.0,24.0,36.611072985,0
12400,203902.0,234454.0,1.0,3.0,9.0,0.0,0.0,213.45544748,0.0,22.0,33.64852105,0
15600,92789.0,123455.0,0.0,2.0,13.0,0.0,0.0,176.73493223,0.0,26.0,36.544273113,0
28200,65030.0,117181.0,0.0,0.0,9.0,0.0,0.0,170.64615367,0.0,26.0,31.601436148,0
10000,64320.0,102375.0,0.0,1.0,10.0,0.0,0.0,148.16666667,1.0,13.0,34.888238906,0
14600,65030.0,66776.0,0.0,2.0,8.0,0.0,0.0,118.97606272,0.0,14.0,25.963060686,0
40000,159000.0,225000.0,1.0,5.0,5.0,0.0,0.0,6.1333333333,8.0,3.0,34.888238906,1
13900,85358.0,101401.0,0.0,2.0,0.0,0.0,0.0,145.79410614,0.0,22.0,40.114411439,0
71200,196601.0,289430.0,0.0,5.0,12.0,0.0,0.0,226.91430725,2.0,25.0,29.220351072,0
8500,29383.0,45900.0,0.0,3.0,8.0,0.0,0.0,122.13333333,0.0,22.0,34.888238906,1
12000,63589.0,75959.0,1.0,1.0,14.0,1.0,0.0,253.61692796,1.0,31.0,43.15970058,0
22800,49361.0,81914.0,0.0,0.0,4.0,0.0,0.0,264.93706618,2.0,25.0,32.010244608,0
10300,46609.0,63812.0,0.0,2.0,1.0,0.0,0.0,184.78841632,2.0,13.0,29.140031372,0
29800,134560.0,187551.0,0.0,3.0,1.0,0.0,0.0,225.09229867,1.0,19.0,39.211937494,0
30800,195221.0,293118.0,0.0,2.0,29.0,0.0,0.0,151.95741818,0.0,22.0,38.181027322,0
11700,42151.0,58947.0,1.0,2.0,22.0,0.0,0.0,122.03036183,0.0,23.0,40.083144531,0
25900,118965.0,154728.0,0.0,3.0,8.0,0.0,0.0,101.19760679,3.0,26.0,32.598401872,0
11600,44623.0,89609.0,1.0,3.0,13.0,6.0,2.0,178.09322168,0.0,29.0,21.334651908,1
31300,119911.0,171916.0,0.0,3.0,16.0,0.0,0.0,140.44947135,0.0,16.0,27.689910704,0
7200,65030.0,38061.0,1.0,2.0,7.0,0.0,0.0,299.75272612,1.0,12.0,31.880033183,0
42200,65030.0,55578.0,0.0,2.0,7.0,6.0,0.0,115.87818912,1.0,20.0,28.238412307,0
13200,117985.0,138969.0,0.0,3.0,16.0,0.0,1.0,178.06475237,0.0,33.0,29.954230932,0
15000,65030.0,48800.0,0.0,1.0,2.0,0.0,0.0,86.266666667,2.0,9.0,34.888238906,0
25000,126462.0,207200.0,0.0,3.0,10.0,0.0,0.0,239.8,3.0,27.0,34.888238906,0
15400,48275.0,69427.0,0.0,3.0,17.0,0.0,0.0,202.54621956,0.0,15.0,23.160040592,0
5500,87765.0,101053.0,0.0,3.0,22.0,0.0,0.0,55.558049044,2.0,13.0,31.375542416,0
20300,59809.0,107994.0,0.0,3.0,15.0,0.0,3.0,263.99129317,0.0,36.0,26.50856379,0
14200,84718.0,103804.0,1.0,2.0,21.0,0.0,0.0,123.66357507,4.0,23.0,30.635348147,0
31800,71553.0,111237.0,1.0,2.0,6.0,0.0,0.0,114.12378455,10.0,20.0,41.456707983,0
37700,37200.0,51389.0,0.0,2.0,7.0,0.0,0.0,173.46666667,6.0,0.0,32.774331021,0
47000,159500.0,230000.0,0.0,1.0,3.0,0.0,0.0,173.46666667,0.0,0.0,34.888238906,1
25800,112388.0,180313.0,0.0,4.0,16.0,0.0,0.0,295.54600578,0.0,31.0,33.241096011,0
14700,106417.0,123580.0,1.0,3.0,9.0,0.0,0.0,166.49606529,3.0,31.0,29.316710061,0
20800,77885.0,98188.0,0.0,0.0,4.0,0.0,0.0,50.293547164,7.0,23.0,38.120404705,0
9000,31896.0,46195.0,1.0,2.0,25.0,0.0,2.0,122.38915525,3.0,16.0,36.681652146,1
9600,46683.0,61773.0,0.0,1.0,1.0,0.0,0.0,171.05844903,1.0,20.0,38.005289312,0
10200,80969.0,100937.0,0.0,2.0,9.0,0.0,0.0,168.74982105,4.0,21.0,39.698429807,0
12000,42482.0,67800.0,0.0,3.0,19.0,0.0,0.0,199.9,0.0,16.0,34.888238906,0
10000,26197.0,46600.0,1.0,3.0,9.0,0.0,0.0,165.96666667,2.0,9.0,34.888238906,1
24400,119111.0,154860.0,0.0,0.0,3.0,0.0,0.0,296.93039006,0.0,25.0,38.493132607,0
27900,142346.0,185057.0,0.0,3.0,9.0,0.0,1.0,155.54869901,0.0,36.0,39.397042716,0
6900,49000.0,68280.0,0.0,2.0,1.0,0.0,0.0,61.9,8.0,22.0,34.888238906,0
17600,53707.0,80407.0,0.0,2.0,17.0,1.0,0.0,185.97822083,0.0,21.0,36.494053926,0
33700,147522.0,198737.0,0.0,3.0,20.0,0.0,0.0,188.14935613,1.0,21.0,37.308536262,0
23700,93734.0,98099.0,1.0,2.0,8.0,0.0,0.0,173.46666667,1.0,20.0,30.020087994,0
14900,87391.0,99494.0,1.0,2.0,18.0,0.0,0.0,134.85999691,4.0,23.0,29.535058556,0
14500,35799.0,51720.0,1.0,2.0,10.0,0.0,0.0,123.21810499,1.0,9.0,18.324935276,0
12300,112373.0,136202.0,0.0,3.0,16.0,0.0,1.0,179.8829733,0.0,32.0,30.488268105,0
27700,65030.0,65635.0,1.0,2.0,18.0,0.0,3.0,221.1,1.0,28.0,34.888238906,1
12100,74594.0,90555.0,0.0,0.0,4.0,0.0,0.0,123.77662458,2.0,27.0,41.634847306,0
23900,236803.0,267036.0,1.0,5.0,7.0,0.0,0.0,252.07354491,1.0,50.0,38.074090593,0
17100,92853.0,130864.0,0.0,0.0,6.0,0.0,0.0,244.72881087,3.0,41.0,37.492645631,0
7700,14589.0,33100.0,0.0,2.0,3.0,0.0,7.0,122.06666667,0.0,22.0,34.888238906,1
12000,42000.0,58000.0,0.0,2.0,5.0,0.0,1.0,113.63333333,1.0,18.0,34.888238906,1
12000,63019.0,74204.0,0.0,1.0,6.0,0.0,0.0,98.591738332,2.0,14.0,24.490438355,0
31900,104092.0,143832.0,0.0,2.0,15.0,0.0,0.0,235.20181946,1.0,40.0,43.691524423,0
11000,122751.0,140000.0,0.0,2.0,5.0,0.0,0.0,116.7,2.0,30.0,34.888238906,1
13300,25698.0,58760.0,1.0,5.0,15.0,0.0,0.0,147.91098236,1.0,10.0,30.962076653,1
10000,63218.0,76500.0,0.0,1.0,5.0,2.0,3.0,183.66666667,3.0,30.0,34.888238906,0
23800,188250.0,233800.0,0.0,3.0,2.0,0.0,0.0,307.57275263,1.0,27.0,36.690724403,0
13500,83673.0,109000.0,1.0,0.0,2.3,0.0,1.0,238.4,3.0,57.0,34.888238906,1
10100,47426.0,68820.0,0.0,2.0,16.0,0.0,4.0,220.7609123,0.0,36.0,24.01951269,0
11600,57939.0,69774.0,0.0,0.0,5.0,0.0,0.0,91.99164592,0.0,12.0,72.264093333,1
27800,96332.0,123598.0,0.0,3.0,1.0,0.0,0.0,190.3137746,2.0,38.0,33.855895472,0
26800,139309.0,166621.0,0.0,2.0,5.0,0.0,0.0,217.21148262,0.0,20.0,35.18585706,0
14900,48649.0,81342.0,0.0,0.0,3.0,0.0,0.0,110.05673141,0.0,8.0,28.802398701,0
3800,11543.0,46045.0,1.0,5.0,7.0,0.0,0.0,204.64799167,0.0,11.0,42.173165882,0
12900,29891.0,76571.0,1.0,2.0,2.0,0.0,0.0,29.058670234,3.0,11.0,31.458500529,1
9800,54564.0,62109.0,0.0,0.0,10.0,0.0,0.0,124.02162504,0.0,19.0,32.565686372,0
15100,45579.0,54065.0,0.0,2.0,7.0,0.0,0.0,79.757390313,0.0,15.0,41.447331871,0
9300,65030.0,45906.0,1.0,2.0,7.0,0.0,0.0,92.821714236,1.0,9.0,36.141276164,0
15500,88929.0,115249.0,0.0,3.0,0.0,0.0,2.0,156.13091398,0.0,34.0,32.033870396,0
25100,23269.0,75668.0,0.0,2.0,7.0,2.0,1.0,73.317884984,2.0,25.0,28.165930143,0
15800,74815.0,89721.0,0.0,0.0,16.0,0.0,0.0,173.46666667,0.0,0.0,37.984504628,1
18500,42683.0,68000.0,0.0,1.0,3.0,0.0,0.0,229.3,0.0,12.0,34.888238906,0
17900,70444.0,95860.0,1.0,1.0,7.0,0.0,0.0,95.684254766,0.0,11.0,38.142822739,0
12900,58566.0,74655.0,0.0,0.0,5.0,0.0,0.0,116.77581763,1.0,24.0,39.977051188,0
16500,47636.0,59586.0,0.0,2.0,16.0,0.0,0.0,284.06554203,0.0,21.0,29.969006333,0
11000,85474.0,118125.0,1.0,1.0,2.5,2.0,0.0,132.93333333,1.0,9.0,34.888238906,1
5400,45509.0,57453.0,0.0,4.0,4.0,0.0,0.0,95.6,0.0,22.0,34.888238906,1
16800,57329.0,83695.0,0.0,2.0,3.0,0.0,0.0,294.99970155,2.0,16.0,40.625052691,0
5000,26037.0,35000.0,1.0,3.0,12.0,0.0,0.0,182.63333333,0.0,13.0,34.888238906,0
25000,46451.0,89600.0,0.0,1.0,10.0,1.0,2.0,95.366666667,2.0,15.0,34.888238906,1
10700,122000.0,148000.0,0.0,3.0,0.7,0.0,0.0,165.33333333,7.0,29.0,34.888238906,1
15300,39065.0,54970.0,0.0,2.0,7.0,0.0,0.0,73.756690232,0.0,15.0,41.823084717,0
26300,118304.0,177819.0,0.0,4.0,17.0,0.0,0.0,299.21725229,1.0,30.0,34.368269329,0
12900,61031.0,71550.0,1.0,2.0,28.0,0.0,2.0,178.08725678,0.0,23.0,34.802428777,0
28800,134144.0,185910.0,0.0,0.0,2.0,0.0,0.0,122.5038922,1.0,39.0,30.338219429,0
11300,66814.0,82021.0,0.0,1.0,4.0,2.0,3.0,173.71183851,3.0,29.0,38.556929453,0
22500,96170.0,118502.0,1.0,0.0,10.0,0.0,0.0,118.15195,1.0,24.0,33.200548022,0
8400,77916.0,93589.0,0.0,3.0,0.0,0.0,0.0,173.46666667,1.0,20.0,27.873870625,0
13200,28428.0,34477.0,0.0,2.0,0.0,0.0,0.0,173.46666667,1.0,20.0,39.370262709,0
6700,48430.0,64358.0,1.0,2.0,0.0,1.0,0.0,108.35174747,1.0,13.0,38.894194746,0
17000,134689.0,158661.0,0.0,0.0,7.0,0.0,0.0,227.39546465,0.0,19.0,36.425571756,0
5600,76407.0,77485.0,1.0,2.0,9.0,0.0,0.0,91.683770634,0.0,24.0,37.773350976,0
15800,20665.0,43790.0,0.0,0.0,8.0,0.0,0.0,108.41393655,0.0,11.0,22.826892443,0
17600,39063.0,54561.0,0.0,2.0,17.0,0.0,0.0,107.94381754,1.0,17.0,38.919210327,0
18600,119741.0,212530.0,0.0,2.0,4.0,1.0,0.0,202.28857763,0.0,17.0,27.07376116,0
13000,61612.0,99132.0,1.0,3.0,8.0,0.0,0.0,262.73333333,1.0,12.0,34.888238906,0
12400,132894.0,198168.0,1.0,1.0,0.0,0.0,1.0,355.1639113,0.0,16.0,40.540295366,0
12500,65030.0,52026.0,1.0,0.0,6.0,0.0,0.0,173.7172393,1.0,8.0,21.621195099,0
30900,190480.0,298239.0,0.0,2.0,27.0,0.0,1.0,164.60487057,0.0,23.0,39.601452126,0
18600,60709.0,89683.0,0.0,2.0,1.0,0.0,0.0,316.31385839,2.0,16.0,43.756566038,0
16500,8795.0,164000.0,1.0,0.0,23.0,0.0,0.0,76.066666667,2.0,21.0,34.888238906,0
8000,69341.0,86900.0,0.0,1.0,15.0,0.0,1.0,89.266666667,0.0,9.0,34.888238906,0
6300,12476.0,32559.0,1.0,1.0,12.0,3.0,6.0,227.12990511,0.0,23.0,23.31951678,1
29200,139299.0,180818.0,0.0,3.0,1.0,0.0,0.0,226.86114488,1.0,19.0,40.817309246,0
40900,18760.0,69373.0,0.0,2.0,19.0,0.0,0.0,211.6988199,1.0,31.0,39.922586879,0
25200,75037.0,102227.0,0.0,1.0,9.0,0.0,0.0,148.72977821,0.0,21.0,37.239696741,0
38600,136879.0,191860.0,0.0,0.0,7.0,1.0,0.0,185.31494511,0.0,25.0,35.059163233,0
19100,105111.0,176829.0,0.0,1.0,6.0,0.0,0.0,211.40033751,4.0,24.0,41.413123846,0
40600,362909.0,466731.0,1.0,3.0,4.0,0.0,0.0,305.81241924,4.0,14.0,42.930339471,0
10500,64331.0,65040.0,1.0,2.0,4.0,0.0,0.0,66.541057817,1.0,20.0,42.332124341,0
52000,31305.0,83147.0,1.0,2.0,3.0,1.0,0.0,268.38580771,7.0,14.0,42.402933466,0
21700,29258.0,53807.0,0.0,2.0,0.0,0.0,0.0,300.6792922,1.0,24.0,35.698017435,0
21200,70000.0,101250.0,0.0,2.0,1.0,1.0,0.0,43.6,7.0,49.0,34.888238906,1
16000,65030.0,33382.0,0.0,2.0,13.0,0.0,0.0,84.93118132,1.0,9.0,33.720783378,0
8200,65030.0,33540.0,1.0,1.0,21.0,0.0,0.0,178.68792754,0.0,15.0,36.601698856,0
12000,35721.0,52938.0,1.0,2.0,23.0,0.0,1.0,125.928071,0.0,22.0,38.627024993,0
31900,34498.0,82962.0,0.0,2.0,7.0,0.0,0.0,285.2974893,0.0,16.0,41.155241247,0
8800,135899.0,202788.0,0.0,3.0,1.0,0.0,0.0,53.767621524,1.0,23.0,35.932025066,0
31900,15150.0,61388.0,0.0,2.0,1.0,0.0,0.0,101.85943871,1.0,5.0,37.816570803,0
14700,65660.0,81937.0,0.0,1.0,2.0,0.0,0.0,106.65751886,1.0,19.0,25.197806875,0
10000,57068.0,72000.0,0.0,2.0,12.0,0.0,0.0,257.7,0.0,27.0,34.888238906,0
17400,11147.0,166496.0,1.0,0.0,23.0,0.0,0.0,73.467517761,1.0,19.0,29.531664151,0
38300,93255.0,144457.0,0.0,2.0,10.0,0.0,0.0,73.656853928,1.0,36.0,41.939496061,0
26300,147600.0,184207.0,0.0,3.0,5.0,0.0,0.0,310.34814574,0.0,35.0,38.235086271,0
21200,70400.0,96999.0,1.0,1.0,14.0,0.0,0.0,135.26453705,0.0,13.0,38.823169631,0
9500,28750.0,42408.0,1.0,1.0,0.0,0.0,0.0,115.5749709,1.0,30.0,39.050394794,0
36400,204419.0,268745.0,0.0,3.0,4.0,0.0,0.0,267.92092198,0.0,31.0,32.747593119,0
12300,68024.0,78800.0,0.0,4.0,7.0,0.0,0.0,125.50405141,0.0,35.0,29.293344354,0
16500,67619.0,93500.0,1.0,3.0,8.0,0.0,0.0,82.166666667,0.0,16.0,34.888238906,0
6400,76732.0,78084.0,1.0,2.0,8.0,0.0,0.0,109.19302137,0.0,26.0,37.964554318,0
14800,46698.0,60679.0,0.0,2.0,6.0,1.0,0.0,126.49380515,2.0,10.0,28.394817363,0
12800,111000.0,124500.0,0.0,4.0,7.0,1.0,0.0,203.9,2.0,40.0,34.888238906,1
31200,38352.0,80550.0,0.0,0.0,21.0,1.0,0.0,116.4379076,0.0,14.0,35.38186329,1
22000,36738.0,100040.0,1.0,2.0,6.0,0.0,0.0,138.94245756,0.0,14.0,30.78315421,0
22000,96127.0,122000.0,0.0,0.0,24.0,0.0,2.0,301.3,3.0,36.0,34.888238906,1
10000,41949.0,51684.0,0.0,2.0,15.0,0.0,0.0,84.123450947,0.0,12.0,31.267318776,0
11000,41000.0,63450.0,1.0,2.0,2.9,0.0,0.0,173.46666667,1.0,20.0,34.888238906,1
11000,131949.0,165096.0,1.0,3.0,5.0,0.0,0.0,440.42125368,0.0,42.0,26.904766453,0
12100,61868.0,66874.0,1.0,2.0,30.0,0.0,3.0,170.43863924,0.0,23.0,37.915020999,0
6300,44226.0,57779.0,0.0,2.0,7.0,0.0,0.0,63.626413251,1.0,16.0,33.111829109,0
70800,192044.0,292380.0,0.0,5.0,10.0,0.0,0.0,221.60848575,2.0,25.0,30.37854757,0
30500,10952.0,65166.0,0.0,2.0,0.0,0.0,0.0,91.951603506,1.0,6.0,37.692624384,0
13100,70368.0,87407.0,0.0,2.0,2.0,0.0,0.0,232.99471273,3.0,26.0,29.66798564,0
16800,67049.0,89729.0,1.0,2.0,7.0,0.0,0.0,286.37512856,0.0,20.0,28.739128016,0
13900,65030.0,27779.0,0.0,2.0,12.0,0.0,0.0,95.94866523,1.0,9.0,34.166345197,0
17500,23288.0,94904.0,0.0,3.0,8.0,0.0,0.0,145.12073677,0.0,20.0,29.675382217,0
4500,66517.0,87000.0,0.0,3.0,10.0,0.0,4.0,125.8,0.0,34.0,34.888238906,1
8400,84666.0,123613.0,1.0,2.0,8.0,0.0,0.0,173.46666667,1.0,20.0,39.658320047,0
8300,59761.0,75081.0,0.0,2.0,17.0,0.0,0.0,147.94164245,1.0,11.0,31.959227235,0
14800,41807.0,50931.0,0.0,3.0,4.0,0.0,0.0,269.71854827,1.0,35.0,38.507887732,0
17400,97072.0,155146.0,0.0,0.0,0.0,0.0,0.0,204.16561629,0.0,19.0,40.507964774,0
20900,66575.0,79416.0,0.0,3.0,13.0,2.0,1.0,107.26951261,7.0,28.0,28.382337015,1
15900,65827.0,97935.0,0.0,1.0,1.0,0.0,0.0,160.41695863,4.0,20.0,32.60020273,0
16500,64081.0,100796.0,1.0,3.0,22.0,0.0,1.0,243.94168588,1.0,24.0,38.327816354,0
15000,80988.0,97404.0,0.0,3.0,10.0,3.0,0.0,188.50167197,1.0,30.0,26.5682704,0
25100,24205.0,54464.0,0.0,2.0,25.0,0.0,0.0,116.44076966,0.0,11.0,22.459369364,0
22700,65030.0,132297.0,1.0,2.0,1.0,0.0,0.0,309.44594908,3.0,20.0,29.371002276,0
10000,133879.0,157446.0,1.0,3.0,6.0,0.0,1.0,421.36287218,1.0,42.0,30.606998702,0
12300,27859.0,48393.0,1.0,2.0,10.0,0.0,0.0,82.760160333,0.0,3.0,34.385367068,0
17800,61494.0,85864.0,0.0,2.0,2.0,0.0,0.0,303.83765082,3.0,15.0,40.246312084,0
40300,369874.0,467112.0,1.0,3.0,2.0,0.0,0.0,328.19889377,4.0,15.0,40.799921408,0
14400,100487.0,118911.0,0.0,2.0,11.0,0.0,0.0,179.34102702,0.0,27.0,35.852863711,0
16900,47129.0,62342.0,0.0,2.0,15.0,0.0,0.0,290.14892122,0.0,21.0,30.318596795,0
17300,99064.0,156306.0,1.0,3.0,4.0,0.0,0.0,90.449522446,0.0,16.0,35.750060441,0
15000,68000.0,96000.0,0.0,0.0,12.0,0.0,3.0,109.56666667,0.0,24.0,34.888238906,1
6800,65030.0,27410.0,1.0,0.0,6.0,1.0,0.0,2.0333333333,1.0,5.0,34.888238906,1
12500,83924.0,100114.0,1.0,3.0,0.0,0.0,0.0,71.304197606,1.0,20.0,34.712768805,0
21700,72180.0,93427.0,0.0,2.0,2.0,0.0,0.0,115.52948936,1.0,29.0,33.45667038,0
15000,49200.0,72900.0,0.0,2.0,10.0,0.0,0.0,174.03329961,1.0,16.0,34.888238906,1
14300,85478.0,113372.0,0.0,3.0,9.0,0.0,0.0,190.75304367,1.0,36.0,40.778142317,0
6200,133882.0,155222.0,1.0,3.0,9.0,0.0,0.0,212.53764322,0.0,19.0,20.616783656,0
